,maxes,maxtimes,sensornamemax
660,3.4220829999999998,2020-02-26 22:25:02.386000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
661,2.654328999999999,2020-02-27 11:27:03.922000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
662,3.2580329999999993,2020-02-27 22:57:41.025000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
663,2.7822879999999994,2020-02-28 11:29:15.544000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
664,2.654328999999999,2020-02-28 22:59:53.427000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
665,1.8439219999999992,2020-02-29 11:21:18.721000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
666,2.5854280000000003,2020-03-01 00:03:01.190000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
667,2.3885680000000002,2020-03-01 12:19:22.316000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
668,2.7757259999999997,2020-03-02 00:45:49.342000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
669,2.0637489999999996,2020-03-02 13:27:35.826000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
670,2.6772959999999992,2020-03-03 02:09:15.398000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
671,1.8504839999999998,2020-03-03 14:20:34.285000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
672,2.8216599999999996,2020-03-04 03:07:28.284000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
673,2.4377829999999987,2020-03-04 15:33:59.041000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
674,3.563166,2020-03-05 04:15:41.322000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
675,3.5795709999999996,2020-03-05 17:07:36.159000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
676,4.068439999999999,2020-03-06 05:18:52.235000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
677,2.126088,2020-03-06 17:20:00.579000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
678,3.937199999999999,2020-03-07 06:01:41.573000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
679,3.527074999999999,2020-03-07 18:58:40.768000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
680,4.727920999999999,2020-03-08 08:35:16.546000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
681,4.179994,2020-03-08 21:11:58.621000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
682,5.11836,2020-03-09 09:33:24.837000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
683,4.773854999999999,2020-03-09 21:54:52.345000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
684,5.098674,2020-03-10 10:21:23.299000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
685,4.993682,2020-03-10 22:52:56.963000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
686,4.718077999999999,2020-03-11 11:09:17.364000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
687,5.1314839999999995,2020-03-11 23:45:54.877000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
688,4.485126999999999,2020-03-12 12:02:15.915000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
689,4.980557999999999,2020-03-13 00:23:38.307000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
690,3.9798529999999994,2020-03-13 12:50:16.738000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
691,4.193117999999999,2020-03-14 01:21:50.785000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
692,3.5762899999999993,2020-03-14 13:38:11.739000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
693,4.166869999999999,2020-03-15 02:09:43.726000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
694,3.323653,2020-03-15 14:31:11.925000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
695,4.219366,2020-03-16 03:07:48.541000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
696,3.5664469999999993,2020-03-16 15:39:30.203000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
697,3.9700099999999994,2020-03-17 04:16:09.510000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
698,3.113669,2020-03-17 16:22:22.935000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
699,3.7928359999999994,2020-03-18 04:58:58.884000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
700,3.051329999999999,2020-03-18 17:20:24.441000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
701,3.556603999999999,2020-03-19 06:07:09.578000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
702,3.0086769999999996,2020-03-19 18:08:16.557000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
703,3.3531819999999994,2020-03-20 07:00:06.755000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
704,2.8511889999999998,2020-03-20 19:04:21.368000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
705,2.8971229999999997,2020-03-21 07:46:04.104000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
706,2.805254999999999,2020-03-21 19:52:14.364000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
707,3.2613139999999996,2020-03-22 08:44:03.652000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
708,4.1209359999999995,2020-03-22 21:10:35.630000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
709,-100.0,2020-02-23 12:00:00-05:00,fake
710,3.6714390000000003,2020-02-24 09:50:17.707000-05:00,Rose Dhu Island Sea Level Sensor
711,3.4680170000000006,2020-02-24 22:07:48.861000-05:00,Rose Dhu Island Sea Level Sensor
712,3.385992000000001,2020-02-25 10:40:40.874000-05:00,Rose Dhu Island Sea Level Sensor
713,3.061173000000001,2020-02-25 22:32:18.043000-05:00,Rose Dhu Island Sea Level Sensor
714,3.077578000000001,2020-02-26 11:00:04.971000-05:00,Rose Dhu Island Sea Level Sensor
715,2.874156000000001,2020-02-26 22:46:32.463000-05:00,Rose Dhu Island Sea Level Sensor
716,2.2310800000000004,2020-02-27 11:29:27.733000-05:00,Rose Dhu Island Sea Level Sensor
717,2.7396350000000016,2020-02-27 23:06:48.498000-05:00,Rose Dhu Island Sea Level Sensor
718,2.385287000000001,2020-02-28 11:40:20.746000-05:00,Rose Dhu Island Sea Level Sensor
719,2.293419000000001,2020-02-28 23:37:18.699000-05:00,Rose Dhu Island Sea Level Sensor
720,1.4961360000000017,2020-02-29 11:18:50.504000-05:00,Rose Dhu Island Sea Level Sensor
721,2.201551000000001,2020-03-01 00:32:08.467000-05:00,Rose Dhu Island Sea Level Sensor
722,2.0178150000000006,2020-03-01 12:23:37.270000-05:00,Rose Dhu Island Sea Level Sensor
723,1.4502020000000009,2020-03-01 23:03:35.336000-05:00,Rose Dhu Island Sea Level Sensor
724,1.7061200000000003,2020-03-02 13:20:11.028000-05:00,Rose Dhu Island Sea Level Sensor
725,2.293419000000001,2020-03-03 02:23:30.693000-05:00,Rose Dhu Island Sea Level Sensor
726,1.5486320000000013,2020-03-03 14:30:32.954000-05:00,Rose Dhu Island Sea Level Sensor
727,2.3754440000000008,2020-03-04 03:23:39.791000-05:00,Rose Dhu Island Sea Level Sensor
728,2.116245,2020-03-04 15:30:55.914000-05:00,Rose Dhu Island Sea Level Sensor
729,3.0808590000000002,2020-03-05 04:49:49.202000-05:00,Rose Dhu Island Sea Level Sensor
730,3.1136690000000007,2020-03-05 17:17:17.456000-05:00,Rose Dhu Island Sea Level Sensor
731,3.461455000000001,2020-03-06 05:44:24.196000-05:00,Rose Dhu Island Sea Level Sensor
732,1.6634670000000007,2020-03-06 17:30:23.462000-05:00,Rose Dhu Island Sea Level Sensor
733,3.2974050000000004,2020-03-07 06:42:30.257000-05:00,Rose Dhu Island Sea Level Sensor
734,2.939776000000001,2020-03-07 19:30:29.662000-05:00,Rose Dhu Island Sea Level Sensor
735,4.104531000000001,2020-03-08 08:36:36.309000-04:00,Rose Dhu Island Sea Level Sensor
736,3.632067000000001,2020-03-08 21:39:51.979000-04:00,Rose Dhu Island Sea Level Sensor
737,4.498251000000001,2020-03-09 09:41:46.205000-04:00,Rose Dhu Island Sea Level Sensor
738,4.120936,2020-03-09 22:28:39.904000-04:00,Rose Dhu Island Sea Level Sensor
739,4.478565000000001,2020-03-10 10:26:12.722000-04:00,Rose Dhu Island Sea Level Sensor
740,4.376854000000001,2020-03-10 22:58:55.735000-04:00,Rose Dhu Island Sea Level Sensor
741,4.111093,2020-03-11 11:31:50.065000-04:00,Rose Dhu Island Sea Level Sensor
742,4.478565000000001,2020-03-11 23:44:23.262000-04:00,Rose Dhu Island Sea Level Sensor
743,2.5690230000000014,2020-03-12 10:33:29.313000-04:00,Rose Dhu Island Sea Level Sensor
744,4.373573,2020-03-13 00:40:16.197000-04:00,Rose Dhu Island Sea Level Sensor
745,3.3761490000000007,2020-03-13 13:12:28.637000-04:00,Rose Dhu Island Sea Level Sensor
746,3.602538000000001,2020-03-14 01:44:28.386000-04:00,Rose Dhu Island Sea Level Sensor
747,2.9430570000000005,2020-03-14 14:08:20.655000-04:00,Rose Dhu Island Sea Level Sensor
748,2.8577510000000004,2020-03-15 04:10:04.463000-04:00,Rose Dhu Island Sea Level Sensor
749,2.7921310000000013,2020-03-15 14:55:30.722000-04:00,Rose Dhu Island Sea Level Sensor
750,3.723935000000001,2020-03-16 03:33:17.484000-04:00,Rose Dhu Island Sea Level Sensor
751,3.011958000000001,2020-03-16 16:11:06.862000-04:00,Rose Dhu Island Sea Level Sensor
752,3.454893,2020-03-17 04:38:39.717000-04:00,Rose Dhu Island Sea Level Sensor
753,2.59199,2020-03-17 16:30:33.538000-04:00,Rose Dhu Island Sea Level Sensor
754,3.2317850000000012,2020-03-18 05:28:53.736000-04:00,Rose Dhu Island Sea Level Sensor
755,2.52637,2020-03-18 17:35:59.900000-04:00,Rose Dhu Island Sea Level Sensor
756,3.0644540000000005,2020-03-19 06:44:37.834000-04:00,Rose Dhu Island Sea Level Sensor
757,2.5099650000000002,2020-03-19 18:36:19.167000-04:00,Rose Dhu Island Sea Level Sensor
758,2.8216600000000014,2020-03-20 07:19:15.511000-04:00,Rose Dhu Island Sea Level Sensor
759,2.378725,2020-03-20 19:24:42.686000-04:00,Rose Dhu Island Sea Level Sensor
760,2.3754440000000008,2020-03-21 07:46:40.859000-04:00,Rose Dhu Island Sea Level Sensor
761,2.329510000000001,2020-03-21 20:05:54.431000-04:00,Rose Dhu Island Sea Level Sensor
762,2.7724450000000003,2020-03-22 09:23:06.086000-04:00,Rose Dhu Island Sea Level Sensor
763,3.576290000000001,2020-03-22 21:35:00.337000-04:00,Rose Dhu Island Sea Level Sensor
764,-100.0,2020-02-23 12:00:00-05:00,fake
765,4.462160000000001,2020-02-24 11:13:36.155000-05:00,Hwy 21 at St Augustine Creek Level Sensor
766,4.288267,2020-02-24 23:04:36.358000-05:00,Hwy 21 at St Augustine Creek Level Sensor
767,4.258738,2020-02-25 11:46:27.540000-05:00,Hwy 21 at St Augustine Creek Level Sensor
768,4.029068,2020-02-25 23:32:26.334000-05:00,Hwy 21 at St Augustine Creek Level Sensor
769,4.032349000000001,2020-02-26 11:48:51.235000-05:00,Hwy 21 at St Augustine Creek Level Sensor
770,3.9372,2020-02-26 23:44:55.550000-05:00,Hwy 21 at St Augustine Creek Level Sensor
771,3.369587,2020-02-27 12:11:34.771000-05:00,Hwy 21 at St Augustine Creek Level Sensor
772,3.825646,2020-02-28 00:12:45.554000-05:00,Hwy 21 at St Augustine Creek Level Sensor
773,3.500827,2020-02-28 12:24:15.316000-05:00,Hwy 21 at St Augustine Creek Level Sensor
774,3.405678,2020-02-29 00:10:13.701000-05:00,Hwy 21 at St Augustine Creek Level Sensor
775,2.7101060000000006,2020-02-29 12:21:40.046000-05:00,Hwy 21 at St Augustine Creek Level Sensor
776,3.376149,2020-03-01 01:13:35.333000-05:00,Hwy 21 at St Augustine Creek Level Sensor
777,3.1694459999999998,2020-03-01 13:19:59.901000-05:00,Hwy 21 at St Augustine Creek Level Sensor
778,3.44505,2020-03-02 02:01:45.685000-05:00,Hwy 21 at St Augustine Creek Level Sensor
779,2.870875,2020-03-02 14:08:08.328000-05:00,Hwy 21 at St Augustine Creek Level Sensor
780,3.330215,2020-03-03 03:15:19.209000-05:00,Hwy 21 at St Augustine Creek Level Sensor
781,2.7297920000000007,2020-03-03 14:56:20.015000-05:00,Hwy 21 at St Augustine Creek Level Sensor
782,3.4384880000000004,2020-03-04 04:28:57.237000-05:00,Hwy 21 at St Augustine Creek Level Sensor
783,3.300686,2020-03-04 15:59:41.991000-05:00,Hwy 21 at St Augustine Creek Level Sensor
784,4.212804,2020-03-05 05:27:11.533000-05:00,Hwy 21 at St Augustine Creek Level Sensor
785,4.583557,2020-03-05 17:53:48.582000-05:00,Hwy 21 at St Augustine Creek Level Sensor
786,4.872285000000001,2020-03-06 06:56:14.247000-05:00,Hwy 21 at St Augustine Creek Level Sensor
787,3.8781419999999995,2020-03-06 18:47:24.233000-05:00,Hwy 21 at St Augustine Creek Level Sensor
788,4.708235,2020-03-07 07:19:14.586000-05:00,Hwy 21 at St Augustine Creek Level Sensor
789,4.29811,2020-03-07 20:11:30.126000-05:00,Hwy 21 at St Augustine Creek Level Sensor
790,5.0855500000000005,2020-03-08 09:58:40.026000-04:00,Hwy 21 at St Augustine Creek Level Sensor
791,4.619648,2020-03-08 22:40:36.635000-04:00,Hwy 21 at St Augustine Creek Level Sensor
792,5.1052360000000006,2020-03-09 11:07:12.898000-04:00,Hwy 21 at St Augustine Creek Level Sensor
793,4.846037000000001,2020-03-09 23:33:45.424000-04:00,Hwy 21 at St Augustine Creek Level Sensor
794,5.003525,2020-03-10 12:00:24.842000-04:00,Hwy 21 at St Augustine Creek Level Sensor
795,4.872285000000001,2020-03-11 00:32:11.380000-04:00,Hwy 21 at St Augustine Creek Level Sensor
796,4.708235,2020-03-11 12:43:38.976000-04:00,Hwy 21 at St Augustine Creek Level Sensor
797,4.934624,2020-03-12 01:30:32.086000-04:00,Hwy 21 at St Augustine Creek Level Sensor
798,4.554028,2020-03-12 13:41:56.340000-04:00,Hwy 21 at St Augustine Creek Level Sensor
799,4.8525990000000006,2020-03-13 02:13:30.764000-04:00,Hwy 21 at St Augustine Creek Level Sensor
800,4.186556,2020-03-13 14:09:57.781000-04:00,Hwy 21 at St Augustine Creek Level Sensor
801,4.340763,2020-03-14 02:56:47.199000-04:00,Hwy 21 at St Augustine Creek Level Sensor
802,3.9339190000000004,2020-03-14 15:03:12.129000-04:00,Hwy 21 at St Augustine Creek Level Sensor
803,4.360449,2020-03-15 03:44:47.586000-04:00,Hwy 21 at St Augustine Creek Level Sensor
804,3.760026,2020-03-15 15:50:58.934000-04:00,Hwy 21 at St Augustine Creek Level Sensor
805,4.42935,2020-03-16 05:03:06.445000-04:00,Hwy 21 at St Augustine Creek Level Sensor
806,3.910952,2020-03-16 17:09:21.014000-04:00,Hwy 21 at St Augustine Creek Level Sensor
807,4.202961,2020-03-17 05:51:05.557000-04:00,Hwy 21 at St Augustine Creek Level Sensor
808,3.5861330000000002,2020-03-17 17:26:58.483000-04:00,Hwy 21 at St Augustine Creek Level Sensor
809,4.055316,2020-03-18 06:39:14.800000-04:00,Hwy 21 at St Augustine Creek Level Sensor
810,3.6091000000000006,2020-03-18 18:25:17.513000-04:00,Hwy 21 at St Augustine Creek Level Sensor
811,3.940481,2020-03-19 07:37:27.938000-04:00,Hwy 21 at St Augustine Creek Level Sensor
812,3.5205130000000002,2020-03-19 19:18:24.621000-04:00,Hwy 21 at St Augustine Creek Level Sensor
813,3.7665879999999996,2020-03-20 08:15:26.737000-04:00,Hwy 21 at St Augustine Creek Level Sensor
814,3.431926,2020-03-20 20:06:33.281000-04:00,Hwy 21 at St Augustine Creek Level Sensor
815,3.4844220000000004,2020-03-21 08:53:23.199000-04:00,Hwy 21 at St Augustine Creek Level Sensor
816,3.415521,2020-03-21 20:49:33.935000-04:00,Hwy 21 at St Augustine Creek Level Sensor
817,3.8781419999999995,2020-03-22 10:22:13.114000-04:00,Hwy 21 at St Augustine Creek Level Sensor
818,4.275143,2020-03-22 22:53:53.449000-04:00,Hwy 21 at St Augustine Creek Level Sensor
819,-100.0,2020-02-23 12:00:00-05:00,fake
820,4.494970000000002,2020-02-24 09:35:28.416000-05:00,Solomon Bridge Sea Level Sensor
821,4.288267000000001,2020-02-24 21:47:23.351000-05:00,Solomon Bridge Sea Level Sensor
822,4.091407000000002,2020-02-25 10:18:43.654000-05:00,Solomon Bridge Sea Level Sensor
823,3.8453320000000026,2020-02-25 22:25:02.550000-05:00,Solomon Bridge Sea Level Sensor
824,3.7403400000000016,2020-02-26 10:46:24.075000-05:00,Solomon Bridge Sea Level Sensor
825,3.632067000000001,2020-02-26 22:37:09.925000-05:00,Solomon Bridge Sea Level Sensor
826,2.762602000000003,2020-02-27 11:28:51.710000-05:00,Solomon Bridge Sea Level Sensor
827,3.4745790000000003,2020-02-27 23:09:28.668000-05:00,Solomon Bridge Sea Level Sensor
828,2.893842000000003,2020-02-28 11:51:08.159000-05:00,Solomon Bridge Sea Level Sensor
829,2.8216600000000014,2020-02-28 23:16:26.740000-05:00,Solomon Bridge Sea Level Sensor
830,1.965319000000001,2020-02-29 11:52:53.989000-05:00,Solomon Bridge Sea Level Sensor
831,2.733073000000001,2020-03-01 00:04:04.709000-05:00,Solomon Bridge Sea Level Sensor
832,2.585428000000002,2020-03-01 12:35:41.346000-05:00,Solomon Bridge Sea Level Sensor
833,2.929933000000002,2020-03-02 01:01:55.811000-05:00,Solomon Bridge Sea Level Sensor
834,2.0932780000000033,2020-03-02 13:07:55.047000-05:00,Solomon Bridge Sea Level Sensor
835,2.834784000000001,2020-03-03 02:09:42.584000-05:00,Solomon Bridge Sea Level Sensor
836,1.9784430000000022,2020-03-03 14:36:02.310000-05:00,Solomon Bridge Sea Level Sensor
837,2.959462000000002,2020-03-04 03:27:39.137000-05:00,Solomon Bridge Sea Level Sensor
838,2.621519000000001,2020-03-04 15:13:17.848000-05:00,Solomon Bridge Sea Level Sensor
839,3.838770000000002,2020-03-05 04:25:25.943000-05:00,Solomon Bridge Sea Level Sensor
840,3.8912660000000017,2020-03-05 17:17:09.371000-05:00,Solomon Bridge Sea Level Sensor
841,4.353887000000002,2020-03-06 05:38:19.713000-05:00,Solomon Bridge Sea Level Sensor
842,2.277014000000001,2020-03-06 17:19:00.199000-05:00,Solomon Bridge Sea Level Sensor
843,4.147184000000001,2020-03-07 06:36:10.185000-05:00,Solomon Bridge Sea Level Sensor
844,3.746902000000002,2020-03-07 19:12:42.631000-05:00,Solomon Bridge Sea Level Sensor
845,5.072426000000002,2020-03-08 08:44:05.539000-04:00,Solomon Bridge Sea Level Sensor
846,4.481846000000003,2020-03-08 21:25:43.440000-04:00,Solomon Bridge Sea Level Sensor
847,5.400526000000001,2020-03-09 09:36:50.870000-04:00,Solomon Bridge Sea Level Sensor
848,5.075707000000003,2020-03-09 22:08:10.173000-04:00,Solomon Bridge Sea Level Sensor
849,5.433336000000002,2020-03-10 10:29:21.463000-04:00,Solomon Bridge Sea Level Sensor
850,5.288972000000003,2020-03-10 23:05:42.955000-04:00,Solomon Bridge Sea Level Sensor
851,4.941186000000002,2020-03-11 11:27:02.841000-04:00,Solomon Bridge Sea Level Sensor
853,,,Solomon Bridge Sea Level Sensor
873,-100.0,2020-02-23 12:00:00-05:00,fake
874,3.730497,2020-02-24 12:18:28.148000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
875,3.625505,2020-02-25 00:22:49.332000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
876,3.7337780000000005,2020-02-25 13:02:14.095000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
877,3.4384880000000004,2020-02-26 00:35:34.498000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
878,3.4975460000000003,2020-02-26 12:59:06.488000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
879,3.264595000000001,2020-02-27 00:30:15.529000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
880,2.8479080000000003,2020-02-27 12:47:14.225000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
881,3.228504,2020-02-28 01:06:49.323000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
882,3.0086770000000005,2020-02-28 13:15:25.344000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
883,2.9135280000000003,2020-02-29 01:12:40.778000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
884,2.2442040000000008,2020-02-29 12:18:16.904000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
885,2.8413460000000006,2020-03-01 01:47:49.494000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
886,2.752759000000001,2020-03-01 13:55:23.469000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
887,2.975867,2020-03-02 02:37:30.961000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
888,2.5624610000000008,2020-03-02 14:19:15.500000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
889,2.9036850000000003,2020-03-03 04:00:41.706000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
890,2.3754440000000008,2020-03-03 15:28:21.873000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
891,2.9693050000000003,2020-03-04 05:06:41.975000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
892,3.107107,2020-03-04 18:01:19.425000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
893,3.809241,2020-03-05 07:09:27.896000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
894,4.0946880000000005,2020-03-05 20:10:47.470000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
895,4.239052,2020-03-06 08:27:37.368000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
896,3.4089590000000007,2020-03-06 19:09:44.447000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
897,3.861737,2020-03-07 08:57:59.090000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
898,3.6058190000000008,2020-03-07 21:31:59.531000-05:00,Dean Forest Road at Harden Canal Sea Level Sensor
899,4.042192,2020-03-08 11:19:44.451000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
900,3.8125220000000004,2020-03-09 00:02:22.762000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
901,4.111093,2020-03-09 12:39:12.908000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
902,3.960167,2020-03-10 00:51:48.920000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
903,4.0290680000000005,2020-03-10 13:24:22.959000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
904,3.9634480000000005,2020-03-11 01:41:11.657000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
905,3.874861,2020-03-11 14:03:03.792000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
906,3.989696000000001,2020-03-12 02:40:18.552000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
907,3.776431,2020-03-12 14:59:00.514000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
908,4.255457,2020-03-13 03:26:18.170000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
909,3.5369180000000005,2020-03-13 15:23:18.505000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
910,3.6353480000000005,2020-03-14 04:06:02.506000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
911,3.303967,2020-03-14 15:57:26.840000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
912,3.671439,2020-03-15 05:19:00.421000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
913,3.182570000000001,2020-03-15 16:41:29.079000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
914,3.842051,2020-03-16 06:19:52.650000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
915,3.405678,2020-03-16 18:16:21.714000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
916,3.638629,2020-03-17 07:13:36.266000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
917,3.1103880000000004,2020-03-17 18:34:35.912000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
918,3.5008270000000006,2020-03-18 07:47:36.392000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
919,3.1103880000000004,2020-03-18 19:25:31.430000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
920,3.4417690000000007,2020-03-19 08:42:17.147000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
921,3.0907020000000003,2020-03-19 20:24:03.905000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
922,3.254752,2020-03-20 09:17:28.495000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
923,2.966024000000001,2020-03-20 20:59:20.210000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
924,2.98571,2020-03-21 09:42:35.273000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
925,2.9069660000000006,2020-03-21 21:49:49.370000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
926,3.2350659999999998,2020-03-22 11:13:39.023000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
927,3.6484720000000004,2020-03-22 23:50:55.215000-04:00,Dean Forest Road at Harden Canal Sea Level Sensor
928,-100.0,2020-02-23 12:00:00-05:00,fake
929,3.5139510000000005,2020-02-24 08:52:49.247000-05:00,Lazaretto Creek Fishing Pier Sea Level Sensor
930,3.2974050000000004,2020-02-24 20:48:08.820000-05:00,Lazaretto Creek Fishing Pier Sea Level Sensor
931,3.2153800000000006,2020-02-25 09:39:36.535000-05:00,Lazaretto Creek Fishing Pier Sea Level Sensor
932,2.815098,2020-02-25 21:30:00.422000-05:00,Lazaretto Creek Fishing Pier Sea Level Sensor
933,2.9266520000000007,2020-02-26 10:01:10.288000-05:00,Lazaretto Creek Fishing Pier Sea Level Sensor
934,2.7757259999999997,2020-02-26 22:12:31.434000-05:00,Lazaretto Creek Fishing Pier Sea Level Sensor
935,2.0998400000000004,2020-02-27 10:35:57.663000-05:00,Lazaretto Creek Fishing Pier Sea Level Sensor
936,2.490279,2020-02-27 22:32:47.976000-05:00,Lazaretto Creek Fishing Pier Sea Level Sensor
937,2.2212370000000004,2020-02-28 10:48:37.165000-05:00,Lazaretto Creek Fishing Pier Sea Level Sensor
938,2.106402,2020-02-28 23:04:24.354000-05:00,Lazaretto Creek Fishing Pier Sea Level Sensor
939,1.460045,2020-02-29 11:05:00.280000-05:00,Lazaretto Creek Fishing Pier Sea Level Sensor
940,1.9784430000000004,2020-02-29 23:41:18.356000-05:00,Lazaretto Creek Fishing Pier Sea Level Sensor
941,1.6798720000000005,2020-03-01 11:46:54.893000-05:00,Lazaretto Creek Fishing Pier Sea Level Sensor
942,1.8012690000000005,2020-03-01 23:17:04.299000-05:00,Lazaretto Creek Fishing Pier Sea Level Sensor
943,1.348491000000001,2020-03-02 12:34:36.637000-05:00,Lazaretto Creek Fishing Pier Sea Level Sensor
944,2.1785840000000007,2020-03-03 01:20:42.484000-05:00,Lazaretto Creek Fishing Pier Sea Level Sensor
945,1.1056970000000002,2020-03-03 14:07:02.934000-05:00,Lazaretto Creek Fishing Pier Sea Level Sensor
946,2.1359310000000002,2020-03-04 02:48:21.471000-05:00,Lazaretto Creek Fishing Pier Sea Level Sensor
947,1.7258060000000004,2020-03-04 14:56:04.891000-05:00,Lazaretto Creek Fishing Pier Sea Level Sensor
948,2.6641719999999998,2020-03-05 04:43:42.773000-05:00,Lazaretto Creek Fishing Pier Sea Level Sensor
